"","Sex","ag","n_draw","prob_symptoms_str"
"2132","Male","2-14",178,0.142028521776689
"2133","Male","25-34",178,0.284057043553378
"2134","Male","35-49",178,0.355071304441722
"2135","Male","50+",178,0.426085565330066
"2136","Male","<2",178,0.0710142608883444
"2137","Female","15-24",179,0.300947308425143
"2138","Female","2-14",179,0.200631538950095
"2139","Female","25-34",179,0.401263077900191
"2140","Female","35-49",179,0.501578847375238
"2141","Female","50+",179,0.601894616850286
"2142","Female","<2",179,0.100315769475048
"2143","Male","15-24",179,0.300947308425143
"2144","Male","2-14",179,0.200631538950095
"2145","Male","25-34",179,0.401263077900191
"2146","Male","35-49",179,0.501578847375238
"2147","Male","50+",179,0.601894616850286
"2148","Male","<2",179,0.100315769475048
"2149","Female","15-24",180,0.120736044247651
"2150","Female","2-14",180,0.0804906961651007
"2151","Female","25-34",180,0.160981392330201
"2152","Female","35-49",180,0.201226740412752
"2153","Female","50+",180,0.241472088495302
"2154","Female","<2",180,0.0402453480825503
"2155","Male","15-24",180,0.120736044247651
"2156","Male","2-14",180,0.0804906961651007
"2157","Male","25-34",180,0.160981392330201
"2158","Male","35-49",180,0.201226740412752
"2159","Male","50+",180,0.241472088495302
"2160","Male","<2",180,0.0402453480825503
"2161","Female","15-24",181,0.18040545540061
"2162","Female","2-14",181,0.120270303600406
"2163","Female","25-34",181,0.240540607200813
"2164","Female","35-49",181,0.300675759001016
"2165","Female","50+",181,0.360810910801219
"2166","Female","<2",181,0.0601351518002032
"2167","Male","15-24",181,0.18040545540061
"2168","Male","2-14",181,0.120270303600406
"2169","Male","25-34",181,0.240540607200813
"2170","Male","35-49",181,0.300675759001016
"2171","Male","50+",181,0.360810910801219
"2172","Male","<2",181,0.0601351518002032
"2173","Female","15-24",182,0.321788833365223
"2174","Female","2-14",182,0.214525888910149
"2175","Female","25-34",182,0.429051777820298
"2176","Female","35-49",182,0.536314722275372
"2177","Female","50+",182,0.643577666730447
"2178","Female","<2",182,0.107262944455074
"2179","Male","15-24",182,0.321788833365223
"2180","Male","2-14",182,0.214525888910149
"2181","Male","25-34",182,0.429051777820298
"2182","Male","35-49",182,0.536314722275372
"2183","Male","50+",182,0.643577666730447
"2184","Male","<2",182,0.107262944455074
"2185","Female","15-24",183,0.232998714561314
"2186","Female","2-14",183,0.15533247637421
"2187","Female","25-34",183,0.310664952748419
"2188","Female","35-49",183,0.388331190935524
"2189","Female","50+",183,0.465997429122629
"2190","Female","<2",183,0.0776662381871048
"2191","Male","15-24",183,0.232998714561314
"2192","Male","2-14",183,0.15533247637421
"2193","Male","25-34",183,0.310664952748419
"2194","Male","35-49",183,0.388331190935524
"2195","Male","50+",183,0.465997429122629
"2196","Male","<2",183,0.0776662381871048
"2197","Female","15-24",184,0.27778895331843
"2198","Female","2-14",184,0.18519263554562
"2199","Female","25-34",184,0.370385271091239
"2200","Female","35-49",184,0.462981588864049
"2201","Female","50+",184,0.555577906636859
"2202","Female","<2",184,0.0925963177728098
"2203","Male","15-24",184,0.27778895331843
"2204","Male","2-14",184,0.18519263554562
"2205","Male","25-34",184,0.370385271091239
"2206","Male","35-49",184,0.462981588864049
"2207","Male","50+",184,0.555577906636859
"2208","Male","<2",184,0.0925963177728098
"2209","Female","15-24",185,0.117440867629197
"2210","Female","2-14",185,0.0782939117527978
"2211","Female","25-34",185,0.156587823505596
"2212","Female","35-49",185,0.195734779381994
"2213","Female","50+",185,0.234881735258393
"2214","Female","<2",185,0.0391469558763989
"2215","Male","15-24",185,0.117440867629197
"2216","Male","2-14",185,0.0782939117527978
"2217","Male","25-34",185,0.156587823505596
"2218","Male","35-49",185,0.195734779381994
"2219","Male","50+",185,0.234881735258393
"2220","Male","<2",185,0.0391469558763989
"2221","Female","15-24",186,0.199070381625896
"2222","Female","2-14",186,0.132713587750597
"2223","Female","25-34",186,0.265427175501194
"2224","Female","35-49",186,0.331783969376493
"2225","Female","50+",186,0.398140763251791
"2226","Female","<2",186,0.0663567938752986
"2227","Male","15-24",186,0.199070381625896
"2228","Male","2-14",186,0.132713587750597
"2229","Male","25-34",186,0.265427175501194
"2230","Male","35-49",186,0.331783969376493
"2231","Male","50+",186,0.398140763251791
"2232","Male","<2",186,0.0663567938752986
"2233","Female","15-24",187,0.181198303205615
"2234","Female","2-14",187,0.120798868803743
"2235","Female","25-34",187,0.241597737607487
"2236","Female","35-49",187,0.301997172009358
"2237","Female","50+",187,0.36239660641123
"2238","Female","<2",187,0.0603994344018717
"2239","Male","15-24",187,0.181198303205615
"2240","Male","2-14",187,0.120798868803743
"2241","Male","25-34",187,0.241597737607487
"2242","Male","35-49",187,0.301997172009358
"2243","Male","50+",187,0.36239660641123
"2244","Male","<2",187,0.0603994344018717
"2245","Female","15-24",188,0.154143497681874
"2246","Female","2-14",188,0.102762331787916
"2247","Female","25-34",188,0.205524663575832
"2248","Female","35-49",188,0.25690582946979
"2249","Female","50+",188,0.308286995363748
"2250","Female","<2",188,0.051381165893958
"2251","Male","15-24",188,0.154143497681874
"2252","Male","2-14",188,0.102762331787916
"2253","Male","25-34",188,0.205524663575832
"2254","Male","35-49",188,0.25690582946979
"2255","Male","50+",188,0.308286995363748
"2256","Male","<2",188,0.051381165893958
"2257","Female","15-24",189,0.176664257648267
"2258","Female","2-14",189,0.117776171765511
"2259","Female","25-34",189,0.235552343531023
"2260","Female","35-49",189,0.294440429413778
"2261","Female","50+",189,0.353328515296534
"2262","Female","<2",189,0.0588880858827557
"2263","Male","15-24",189,0.176664257648267
"2264","Male","2-14",189,0.117776171765511
"2265","Male","25-34",189,0.235552343531023
"2266","Male","35-49",189,0.294440429413778
"2267","Male","50+",189,0.353328515296534
"2268","Male","<2",189,0.0588880858827557
"2269","Female","15-24",190,0.188615702852228
"2270","Female","2-14",190,0.125743801901485
"2271","Female","25-34",190,0.25148760380297
"2272","Female","35-49",190,0.314359504753713
"2273","Female","50+",190,0.377231405704455
"2274","Female","<2",190,0.0628719009507426
"2275","Male","15-24",190,0.188615702852228
"2276","Male","2-14",190,0.125743801901485
"2277","Male","25-34",190,0.25148760380297
"2278","Male","35-49",190,0.314359504753713
"2279","Male","50+",190,0.377231405704455
"2280","Male","<2",190,0.0628719009507426
"2281","Female","15-24",191,0.207762791867547
"2282","Female","2-14",191,0.138508527911698
"2283","Female","25-34",191,0.277017055823395
"2284","Female","35-49",191,0.346271319779244
"2285","Female","50+",191,0.415525583735093
"2286","Female","<2",191,0.0692542639558489
"2287","Male","15-24",191,0.207762791867547
"2288","Male","2-14",191,0.138508527911698
"2289","Male","25-34",191,0.277017055823395
"2290","Male","35-49",191,0.346271319779244
"2291","Male","50+",191,0.415525583735093
"2292","Male","<2",191,0.0692542639558489
"2293","Female","15-24",192,0.164742631721048
"2294","Female","2-14",192,0.109828421147366
"2295","Female","25-34",192,0.219656842294731
"2296","Female","35-49",192,0.274571052868414
"2297","Female","50+",192,0.329485263442097
"2298","Female","<2",192,0.0549142105736828
"2299","Male","15-24",192,0.164742631721048
"2300","Male","2-14",192,0.109828421147366
"2301","Male","25-34",192,0.219656842294731
"2302","Male","35-49",192,0.274571052868414
"2303","Male","50+",192,0.329485263442097
"2304","Male","<2",192,0.0549142105736828
"2305","Female","15-24",193,0.107109457764471
"2306","Female","2-14",193,0.0714063051763143
"2307","Female","25-34",193,0.142812610352629
"2308","Female","35-49",193,0.178515762940786
"2309","Female","50+",193,0.214218915528943
"2310","Female","<2",193,0.0357031525881571
"2311","Male","15-24",193,0.107109457764471
"2312","Male","2-14",193,0.0714063051763143
"2313","Male","25-34",193,0.142812610352629
"2314","Male","35-49",193,0.178515762940786
"2315","Male","50+",193,0.214218915528943
"2316","Male","<2",193,0.0357031525881571
"2317","Female","15-24",194,0.186928761847298
"2318","Female","2-14",194,0.124619174564865
"2319","Female","25-34",194,0.24923834912973
"2320","Female","35-49",194,0.311547936412163
"2321","Female","50+",194,0.373857523694596
"2322","Female","<2",194,0.0623095872824326
"2323","Male","15-24",194,0.186928761847298
"2324","Male","2-14",194,0.124619174564865
"2325","Male","25-34",194,0.24923834912973
"2326","Male","35-49",194,0.311547936412163
"2327","Male","50+",194,0.373857523694596
"2328","Male","<2",194,0.0623095872824326
"2329","Female","15-24",195,0.263691453071093
"2330","Female","2-14",195,0.175794302047395
"2331","Female","25-34",195,0.351588604094791
"2332","Female","35-49",195,0.439485755118489
"2333","Female","50+",195,0.527382906142186
"2334","Female","<2",195,0.0878971510236977
"2335","Male","15-24",195,0.263691453071093
"2336","Male","2-14",195,0.175794302047395
"2337","Male","25-34",195,0.351588604094791
"2338","Male","35-49",195,0.439485755118489
"2339","Male","50+",195,0.527382906142186
"2340","Male","<2",195,0.0878971510236977
"2341","Female","15-24",196,0.161560644294565
"2342","Female","2-14",196,0.107707096196376
"2343","Female","25-34",196,0.215414192392753
"2344","Female","35-49",196,0.269267740490941
"2345","Female","50+",196,0.323121288589129
"2346","Female","<2",196,0.0538535480981882
"2347","Male","15-24",196,0.161560644294565
"2348","Male","2-14",196,0.107707096196376
"2349","Male","25-34",196,0.215414192392753
"2350","Male","35-49",196,0.269267740490941
"2351","Male","50+",196,0.323121288589129
"2352","Male","<2",196,0.0538535480981882
"2353","Female","15-24",197,0.274310398106894
"2354","Female","2-14",197,0.182873598737929
"2355","Female","25-34",197,0.365747197475859
"2356","Female","35-49",197,0.457183996844824
"2357","Female","50+",197,0.548620796213788
"2358","Female","<2",197,0.0914367993689647
"2359","Male","15-24",197,0.274310398106894
"2360","Male","2-14",197,0.182873598737929
"2361","Male","25-34",197,0.365747197475859
"2362","Male","35-49",197,0.457183996844824
"2363","Male","50+",197,0.548620796213788
"2364","Male","<2",197,0.0914367993689647
"2365","Female","15-24",198,0.20373472972402
"2366","Female","2-14",198,0.135823153149346
"2367","Female","25-34",198,0.271646306298693
"2368","Female","35-49",198,0.339557882873366
"2369","Female","50+",198,0.407469459448039
"2370","Female","<2",198,0.0679115765746732
"2371","Male","15-24",198,0.20373472972402
"2372","Male","2-14",198,0.135823153149346
"2373","Male","25-34",198,0.271646306298693
"2374","Male","35-49",198,0.339557882873366
"2375","Male","50+",198,0.407469459448039
"2376","Male","<2",198,0.0679115765746732
"2377","Female","15-24",199,0.214436947146794
"2378","Female","2-14",199,0.142957964764529
"2379","Female","25-34",199,0.285915929529059
"2380","Female","35-49",199,0.357394911911324
"2381","Female","50+",199,0.428873894293588
"2382","Female","<2",199,0.0714789823822647
"2383","Male","15-24",199,0.214436947146794
"2384","Male","2-14",199,0.142957964764529
"2385","Male","25-34",199,0.285915929529059
"2386","Male","35-49",199,0.357394911911324
"2387","Male","50+",199,0.428873894293588
"2388","Male","<2",199,0.0714789823822647
"2389","Female","15-24",200,0.138948231889913
"2390","Female","2-14",200,0.0926321545932756
"2391","Female","25-34",200,0.185264309186551
"2392","Female","35-49",200,0.231580386483189
"2393","Female","50+",200,0.277896463779827
"2394","Female","<2",200,0.0463160772966378
"2395","Male","15-24",200,0.138948231889913
"2396","Male","2-14",200,0.0926321545932756
"2397","Male","25-34",200,0.185264309186551
"2398","Male","35-49",200,0.231580386483189
"2399","Male","50+",200,0.277896463779827
"2400","Male","<2",200,0.0463160772966378
"2401","Female","15-24",201,0.163005826320496
"2402","Female","2-14",201,0.10867055088033
"2403","Female","25-34",201,0.217341101760661
"2404","Female","35-49",201,0.271676377200826
"2405","Female","50+",201,0.326011652640991
"2406","Female","<2",201,0.0543352754401652
"2407","Male","15-24",201,0.163005826320496
"2408","Male","2-14",201,0.10867055088033
"2409","Male","25-34",201,0.217341101760661
"2410","Male","35-49",201,0.271676377200826
"2411","Male","50+",201,0.326011652640991
"2412","Male","<2",201,0.0543352754401652
"2413","Female","15-24",202,0.249736823108905
"2414","Female","2-14",202,0.166491215405936
"2415","Female","25-34",202,0.332982430811873
"2416","Female","35-49",202,0.416228038514841
"2417","Female","50+",202,0.499473646217809
"2418","Female","<2",202,0.0832456077029682
"2419","Male","15-24",202,0.249736823108905
"2420","Male","2-14",202,0.166491215405936
"2421","Male","25-34",202,0.332982430811873
"2422","Male","35-49",202,0.416228038514841
"2423","Male","50+",202,0.499473646217809
"2424","Male","<2",202,0.0832456077029682
"2425","Female","15-24",203,0.214743129368613
"2426","Female","2-14",203,0.143162086245742
"2427","Female","25-34",203,0.286324172491485
"2428","Female","35-49",203,0.357905215614356
"2429","Female","50+",203,0.429486258737227
"2430","Female","<2",203,0.0715810431228711
"2431","Male","15-24",203,0.214743129368613
"2432","Male","2-14",203,0.143162086245742
"2433","Male","25-34",203,0.286324172491485
"2434","Male","35-49",203,0.357905215614356
"2435","Male","50+",203,0.429486258737227
"2436","Male","<2",203,0.0715810431228711
"2437","Female","15-24",204,0.279774816642933
"2438","Female","2-14",204,0.186516544428622
"2439","Female","25-34",204,0.373033088857244
"2440","Female","35-49",204,0.466291361071554
"2441","Female","50+",204,0.559549633285865
"2442","Female","<2",204,0.0932582722143109
"2443","Male","15-24",204,0.279774816642933
"2444","Male","2-14",204,0.186516544428622
"2445","Male","25-34",204,0.373033088857244
"2446","Male","35-49",204,0.466291361071554
"2447","Male","50+",204,0.559549633285865
"2448","Male","<2",204,0.0932582722143109
"2449","Female","15-24",205,0.333033426627329
"2450","Female","2-14",205,0.22202228441822
"2451","Female","25-34",205,0.444044568836439
"2452","Female","35-49",205,0.555055711045549
"2453","Female","50+",205,0.666066853254659
"2454","Female","<2",205,0.11101114220911
"2455","Male","15-24",205,0.333033426627329
"2456","Male","2-14",205,0.22202228441822
"2457","Male","25-34",205,0.444044568836439
"2458","Male","35-49",205,0.555055711045549
"2459","Male","50+",205,0.666066853254659
